Judul,penulis,Dosen Pembimbing I,Dosen Pembimbing II,abstrak
"PENGARUH PEMBELAJARAN DISCOVERY-LEARNING TERHADAP
KETRAMPILAN BERPIKIR KREATIF SISWA KELAS V MATA 
PELAJARAN IPA
 ",Penulis : EKA TAUHIDA MUHTAR ,"Mujtahidin, S. Pd., M. Pd","Fachrur Rozie, S. Pd.M. Pd.","ABSTRAK proses pembelajaran IPA juga menitikberatkan pada suatu proses
penelitian dan pemecahan masalah, hal ini terjadi ketika belajar mampu
meningkatkan proses berpikir peserta didik untuk memahami fenomenafenomena

alam. Penelitian ini bertujuan untuk mengetahui adanya pengaruh
yang signifikan pembelajaran discovery learning terhadap ketrampilan berpikir
kreatif siswa kelas V mata pelajaran IPA di SD Negeri Labang. Penelitian ini
menggunakan metode kuantitatif, pendekatan eksperimen, jenis Quasi
Experimental Design dengan bentuk Nonequivalent Control Group Design.
Penelitian ini menggunakan teknik sampling jenuh, dengan jumlah populasi 44
siswa yang terbagi menjadi kelas kontrol dan kelas eksperimen. Instrumen yang
digunakan yaitu tes ketrampilan berpikir kreatif, observasi guru dan siswa, dan
respon siswa. Pengujian hipotesis yang digunakan yaitu uji regresi linier
sederhana. Hasil penelitian yang diperoleh yaitu t
hitung 
= 5,572 dan t
= 2,086
artinya t
hitung 
> t
maka Ho ditolak dan Ha diterima. Besarnya pengaruh
pembelajaran discovery learning terhadap ketrampilan berpikir kreatif sebesar
60,82%. Berdasarkan hasil perhitungan dapat disimpulkan bahwa terdapat
pengaruh yang signifikan pembelajaran discovery learning terhadap
ketrampilan berpikir kreatif siswa kelas V mata pelajaran IPA. 
 
tabel, 
Kata Kunci: Pembelajaran Discovery Learning, Ketrampilan Berpikir Kreatif,
Pembelajaran IPA. 
 
tabel"
PENGEMBANGAN MEDIA WAYANG BERBUDAYA MADURA PADA MATERI MENYIKAPI KERAGAMAN SUKU BANGSA DAN BUDAYA KELAS V SDN BANARESEP TIMUR 1,Penulis : Safrida Eka Fajri,"Priyono Tri Febrianto, S.Sos., M.Si","Umi Hanik, S. Pd., M. Pd","ABSTRAK
Pengembangan ini dilatar belakangi oleh kurang optimalnya media yang digunakan pada pembelajaran Ilmu Pengetahuan Sosial. Penelitian dan pengembangan ini bertujuan untuk mengetahui kelayakan, kemenarikan, keefektifan dan keterterapan media wayang berbudaya Madura. Model yang digunakan dalam penelitian ini adalah model Borg and Gall yang diadaptasi oleh Sugiyono. Berdasarkan penelitian yang telah dilakukan diperoleh hasil bahwa presentase kelayakan media wayang berbudaya Madura memperoleh hasil rata-rata presentase dari validator ahli materi, ahli bahasa, ahli desain, dan ahli media sebesar 86% (sangat layak). Kemenarikan media wayang berbudaya Madura diperoleh dari angket respon siswa pada uji coba produk sebesar 96% (sangat menarik), dan uji coba pemakaian sebesar 95% (sangat menarik). Keefektifan media diperoleh dari lembar aktivitas guru sebesar 88% dan lembar aktivitas siswa sebesar 91%, dan hasil belajar siswa sebesar 100% (sangat efektif) pada uji coba produk, dan pada uji coba pemakaian, lembar aktivitas guru sebesar 90%, dan lembar aktivitas siswa sebesar 91% dan hasil belajar siswa sebesar 95% (sangat efektif). Keterterapan media wayang berbudaya Madura diperoleh dari angkat respon guru pada uji coba produk sebesar 92% (sangat mudah diterapkan) dan uji coba pemakaian sebesar 90% (sangat mudah diterapkan). Sehingga, media wayang berbudaya Madura layak, menarik, efektif dan mudah diterapkan pada materi keragaman suku bangsa dan budaya. 
Kata kunci:, Media Pembelajaran, Wayang berbudaya Madura, IPS, Menyikapi Keragaman Suku Bangsa dan Budaya
"
PENGEMBANGAN MEDIA TREE CHART 3D PADA MATA PELAJARAN IPS MATERI SILSILAH KELUARGA KELAS II SDN TELANG 2 KECAMATAN KAMAL,Penulis : Halimatus Sa'diyah,"Priyono Tri Febrianto, S.Sos.,M.Si","Umi Hanik, S.Pd., M.Pd","ABSTRAK
 Penelitian ini dilatar belakangi oleh kurang optimalnya penggunaan media pembelajaran di sekolah dasar pada mata pelajaran Ilmu Pengetahuan Sosial. Tujuan penelitian ini yakni untuk mengetahui kelayakan, keefektifan dan kemenarikan media pembelajaran Tree Chart 3D. Media Tree Chart yakni berupa bagan pohon tiga dimensi yang dirancang khusus untuk materi silsilah keluarga mata pelajaran Ilmu Pengetahuan Sosial. Pengembangan media Tree Chart menggunakan model pengembangan Borg and Gall. Tahap pengembangan media Tree Chart terdiri atas 10 langkah yaitu identifikasi masalah, pengumpulan informasi, desain produk, validasi desain, perbaikan desain, uji coba produk, revisi produk, uji coba pemakaian, revisi tahap akhir dan produksi massal.
 Hasil penelilitian menunjukkan bahwa kelayakan media Tree Chart yang diperoleh dari hasil persentase 3 validator sebesar 88,55% dengan kriteria sangat layak. Keefektifan media Tree Chart diperoleh hasil observasi aktivitas guru mencapai  98% sangat efektif dan aktivitas siswa 92% sangat efektif serta hasil belajar 100% tuntas. Maka, dari hasil tersebut dapat disimpulkan bahwa media berada pada kriteria sangat efektif. Kemenarikan media Tree Chart diperoleh hasil angket respon siswa sebesar 97% dengan kriteria menarik. Berdasarkan hasil tersebut maka dapat disimpulkan bahwa media Tree Chart dapat digunakan sebagai media pembelajaran pada mata pelajaran Ilmu Pengetahuan Sosial materi silsilah keluargadi sekolah dasar.
Kata Kunci: Media Pembelajaran, Tree Chart 3D, IPS, Model Pengembangan Borg and Gall  
"
Analisis Tingkat Karakter Jujur Siswa dalam Kegiatan Berkoperasi di SDN Talok Bojonegoro,Penulis : Siti Rokhaya,"Priyono tri Febrianto, S.Sos., M.Si","Fachrur Rozie, S.Pd., M.Pd","Penelitian ini bertujuan untuk mengetahui tingkat karakter jujur siswa dalam kegiatan berkoperasi di SDN Talok Bojonegoro. Penelitian ini menggunakan pendekatan kualitatif deskriptif dengan mengambil subjek penelitian yaitu guru penanggung jawab operasi,
wali kelas, dan siswa pengurus koperasi. Pengumpulan data menggunakan teknik observasi, wawancara, dan dokumentasi. Hasil penelitian menunjukkan bahwa tingkat karakter jujur siswa dalam kegiatan berkoperasi di SDN Talok Bojonegoro adalah sangat jujur. Hal ini dapat dilihat dari hasil penelitian yang menunjukkan bahwa empat dari enam informan (siswa pengurus koperasi) dalam kegiatan berkoperasi telah menerapkan kelima indikator karakter jujur yang digunakan dalam penelitian. Indikator karakter jujur yang digunakan peneliti dalam penelitian meliputi (1) berkata apa adanya, (2) tidak berbohong.(3) tidak merugikan orang lain, (4) dapat mengemban amanah, dan (5) tidak mengambil hak orang lain"
PENGEMBANGAN MODUL MATEMATIKA BERBASIS PERMAINAN EDUKATIF UNTUK SISWA KELAS III DI SDN SOCAH 1,Penulis : Khoirus Sholihatinnur,"Mohammad Edy Nurtamam, S.Pd., M.Si.","Fachrur Rozie,S.Pd.,M.Pd.","Pengembangan modul ini dilatarbelakangi oleh guru masih menggunakan metode konvensional ceramah dengan panduan buku paket. Buku pelajaran atau buku teks tersebut hanya berisi rumus dan soal latihan sehingga membuat siswa malas belajar dan siswa sulit memahami materi. Penelitian dan pengembangan ini bertujuan untuk mengetahui kelayakan, keefektifan, keterterapan dan kemenarikan modul matematika. Tahapan Penelitian dan pengembangan ini menggunakan model Borg and Gall yang dimodifikasi oleh Sugiyono, yaitu identifikasi masalah, pengumpulan informasi, desain produk, validasi desain, perbaikan desain, uji coba produk, revisi produk, uji coba pemakaian, revisi produk, dan produksi massal. Berdasarkan hasil penelitian yang dilakukan, diperoleh hasil bahwa persentase kelayakan modul matematika memperoleh hasil rata-rata persentase dari 4 validator (ahli media, ahli desain pembelajaran, ahli materi, dan ahli bahasa) sebesar 84,97%. Keefektifan modul matematika memperoleh persentase dari observasi aktivitas guru sebesar 86,67%, dan observasi aktivitas siswa sebesar 86,07%, serta hasil belajar siswa 95% tuntas. Kemenarikan modul matematika dari angket respon siswa memperoleh persentase  92,2%. Keterterapan modul matematika dari hasil validasi pengguna memperoleh 80%. Hasil penelitian tersebut menunjukkan bahwa modul matematika berbasis pemainan edukatif sangat layak, sangat aktif, sangat menarik dan valid dapat digunakan.


Kata kunci : modul, matematika, permainan edukatif."
"PENGEMBANGAN MEDIA BULETIN PADA MATA PELAJARAN IPS
KELAS V SDN TANJUNGJATI 2 KECAMATAN KAMAL",Penulis : MAS GANGSAR AHMAD RHOMADON,"Priyono Tri Febrianto, S.Sos., M.Si.","Andika Adinanda Siswoyo, S.Pd., M.Pd.","Media pembelajaran merupakan salah satu komponen terpenting dalam pembelajaran. Media yang dikembangkan pada penelitian ini adalah media cetak yang berisikan materi IPS tentang perjuangan mempertahankan kemerdekaan Indonesia. Penelitian ini bertujuan untuk mengembangkan media buletin âSahabat Buletinâ yang valid, praktis, dan efektif dalam pembelajaran di SDN Tanjungjati 2 Kamal. Penelitian ini menggunakan metode R & D (Research and Develoment) dan model pengembangan Borg and Gall yang telah diadaptasi oleh Sugiyono (2014:298). Hasil penelitian ini menunjukan bahwa: (1) Hasil uji coba kevalidan media dari validator ahli materi 93,33%, ahli bahasa 90,00%, dan ahli media 91,07% dengan kateogi sangat valid. (2) hasil kepraktisan media yaitu 100% , kategori sangat praktis dan dapat digunakan tanpa revisi. (3) hasil keefektifan berdasarkan hasil observasi aktivitas siswa 97,17%, hasil respon siswa 89,75%, hasil ketuntasan individu 93,00% dan hasil ketuntasan kelasikan 100% dengan kategori sangat efektif. Kesimpulan penelitian ini adalah media buletin âSahabat Buletinâ sangat layak untuk digunakan dalam materi perjuangan mempertahankan kemerdekaan Indonesia kelas V SDN Tanjungjati 2 Kamal."
"Pengaruh Metode Kumon Berbantuan Permainan Tangram 
Terhadap Hasil Belajar Matematika Siswa Kelas III SDN Grabagan Sidoarjoâ. ","Penulis :  Nurul Khoirotin, ","Mohammad Edy Nurtamam, S. Pd., M.Si","Rika Wulandari, S.Pd., M. Pd.","Penelitian ini bertujuan untuk mengetahui perbedaan yang signifikan hasil belajar matematika
antara kelas yang menggunakan metode Kumon berbantuan permainan Tangram dengan kelas
yang menggunakan pembelajaran konvensional dan untuk mengetahui respon siswa pada
pembelajaran yang menggunakan metode Kumon berbantuan permainan Tangram. Pendekatan
yang digunakan adalah pendekatan kuantitatif menggunakan metode eksperimen. Desain yang
digunakan adalah Quasi Experimental Design dengan bentuk Desain Nonequivalent Control
Group Design. Penelitian ini dilaksanakan di kelas III SDN Grabagan Sidoarjo. Populasi
penelitian ini adalah siswa kelas III yang berjumlah 40 siswa, dan teknik pengambilan sampel
menggunakan sampel jenuh. Instrumen yang digunakan adalah tes hasil belajar berupa pretest
dan posttest, dan lembar observasi keterlaksanaan pembelajaran. Rata-rata nilai pretest 70,65
mengalami peningkatan menjadi 82,65 (rata-rata posttest). Pengujian hipotesis penelitian
menggunakan uji t dengan hasil t
hitung
 = 2,896 > t
tabel
 = 2,025 artinya terdapat perbedaan yang
signifikan, sehingga dapat dikatakan terdapat pengaruh yang signifikan metode Kumon
berbantuan permainan Tangram terhadap hasil belajar siswa. 

Kata kunci: Metode Kumon, Permainan Tangram, Hasil Belajar. "
"PENGEMBANGAN BUKU DONGENG BERBASIS KEARIFAN LOKAL
MADURA UNTUK MENGETAHUI TINGKATAN KARAKTER SISWA
MELALUI PEMBELAJARAN PKn KELAS III SD NEGERI KRATON 2 
BANGKALAN

",Penulis : AZMIL MUFIDA,"Mujtahidin, S.Pd., M.Pd.","Fachrur Rozie, S.Pd., M.Pd.","ABSTRAK
 
Penelitian dan pengembangan ini mengembangkan produk bahan ajar buku
dongeng berbasis kearifan lokal Madura untuk mengetahui tingkatan karakter
siswa melalui pembelajaran PKn kelas III SD Negeri Kraton 2 Bangkalan.
Penelitian ini menggunakan model Borg and Gall langkah pengembangan yakni
sebagai berikut, (1) Identifikasi Masalah, (2) pengumpulan informasi, (3) desain
produk, (4) validasi desain, (5) perbaikan desain, (6) uji coba produk, (7) revisi
produk, (8) uji coba pemakaian, (9) revisi produk tahap akhir, dan (10) produksi
massal. Berdasarkan hasil validasi yang dilakukan diperoleh hasil kelayakan
validasi ahli media pembelajaran, ahli materi/ isi pembelajaran, dan ahli media
dengan perhitungan gabungan memperoleh presentase sebesar 84,8%.
Kemenarikan dari respon siswa sebesar 84,8% pada uji coba pemakaian. Hasil
angket untuk mengetahui tingkatan karakter sebesar 85,8%. Hasil angket tingkat
kecermatan efektif siswa sebesar 75,8% pada uji coba pemakaian. Hasil angket
alih/ penguasaan belajar siswa sebesar 77% pada uji coba pemakaian. Hasil
observasi/ pengamatan pada keefektifan kesesuaian dan kuantitas unjuk kerja siswa
sebesar 81,8% pada uji coba pemakaian. Hasil akhir dan tes sebesar 100% tuntas
untuk soal pilihan ganda dan 95,2% terdapat 20 siswa tuntas dan 1 siswa. Angket
respon siswa sebesar 86,4%. Observasi aktivitas guru 86,4%, observasi aktivitas
siswa kelompok 1 85,6%, kelompok 2 80%, kelompok 3 85,6%, dan kelompok 4
90,4% pada uji coba pemakaian.

Kata kunci: Buku dongeng, berbasis kearifan lokal Madura, tingkatan karakter, 
pembelajaran PKn. 
 
"
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE ROTATING TRIO EXCHANGE (RTE) TERHADAP HASIL BELAJAR DAN MINAT BELAJAR MATEMATIKA SISWA KELAS V SDN PINGGIR PAPAS 1 SUMENEP,Penulis : Nor Fajariyatul Hasanah,"Mohammad Edy Nurtamam, S.Pd., M.Si.","Umi Hanik, S. Pd., M. Pd","Penelitian ini bertujuan untuk mengetahui pengaruh model pembelajaran kooperatif tipe Rotating Trio Exchange (RTE) terhadap hasil belajar dan minat belajar siswa. Penelitian ini merupakan penelitian kuantitatif dengan mengunakan Quasi Experiment Design dengan bentuk Nonequivalent Control Group Design, yang dilaksanakan di kelas V SDN Pinggir Papas 1 Sumenep sejumlah 36 siswa. Teknik pengambilan sampel yang digunakan adalah sampel jenuh. Teknik pengumpulan data yang digunakan yaitu tes, kuesioner, dan observasi. Berdasarkan hasil uji hipotesis hasil belajar siswa menggunakan uji-t dua sampel independent diperoleh thitung = 2,219 >  ttabel = 2,032 maka Ho ditolak dan Ha diterima, artinya terdapat perbedaan hasil belajar yang signifikan antara kelas eksperimen dan kelas kontrol. Sedangkan minat belajar siswa terhadap pembelajaran menggunakan model pembelajaran kooperatif tipe Rotating Trio Exchange (RTE) sebesar 83,25% dengan kategori tinggi. Sehingga dapat disimpulkan bahwa pembelajaran matematika menggunakan model pembelajaran kooperatif tipe Rotating Trio Exchange (RTE) berpengaruh terhadap hasil belajar dan dapat menumbuhkan  minat belajar siswa kelas V SDN Pinggir Papas 1 Sumenep.

Kata Kunci: Rotating Trio Exchange (RTE), Hasil Belajar, Minat Belajar Siswa 
"
"KONTRIBUSI KOMPETENSI GURU TERHADAP MOTIVASI
DAN HASIL BELAJAR SISWA DI SD NEGERI 
MANDARANREJO 1 PASURUAN
 ",Penulis : Khoirotun Nisa`,"Mujtahidin, S.Pd, M.Pd","Isna Ida Mardiana, S.Pd, M.Pd.","Penelitian ini bertujuan untuk mendeskripsikan kontribusi dan
pengaruh kompetensi guru yaitu kompetensi pedagogik, kepribadian,
profesional, dan sosial terhadap motivasi dan hasil belajar siswa di
SD Negeri Mandaranrejo 1 Pasuruan. Penelitian ini adalah penelitian
kuantitatif dengan metode deskriptif. Populasi dalam penelitian ini
adalah siswa kelas 4, 5, dan 6 SD Negeri Mandaranrejo 1 Pasuruan.
Teknik sampel yang digunakan propotionate stratified Random
sampling. Data analisis menggunakan uji regresi linier berganda.
Hasil penelitian ini menunjukkan bahwa 1) kompetensi pedagogik
berkontribusi sebesar 6,1%, kompetensi kepribadian berkontribusi
sebesar 16,8%, kompetensi profesional berkontribusi sebesar 8,2%,
dan kompetensi sosial berkontribusi sebesar 9,1% terhadap motivasi
belajar. 2) kompetensi pedagogik berkontribusi sebesar 3,6%,
kompetensi kepribadian berkontribusi sebesar 6,7%, kompetensi
profesional berkontribusi sebesar 7,5%, dan kompetensi sosial
berkontribusi sebesar 2,4% terhadap hasil belajar. 3) Terdapat
kontribusi yang signifikan secara simultan antara kompetensi guru
terhadap motivasi belajar dengan ????
 7,819 dan hasil belajar
siswa dengan ????
?????????????????????
?????????????????????
 4,575. Adapun kontribusi kompetensi guru
terhadap motivasi belajar sebesar 19,1% dan kontribusi kompetensi 
guru terhadap hasil belajar sebesar 10,5%.

Kata Kunci : Kompetensi Guru, Motivasi Belajar, Hasil Belajar      "
PENGARUH METODE PERMAINAN BERDASARKAN TEORI DIESNES TERHADAP MOTIVASI DAN HASIL BELAJAR SISWA KELAS IV SDN GRABAGAN SIDOARJO,Penulis : LUCIA NANDA PRAMUDYA,"Mohammad Edy Nurtamam, S.Pd., M.Si.","Andika Adinanda Siswoyo, S.Pd., M.Pd.","Penelitian ini bertujuan untuk mengetahui adakah perbedaan hasil belajar siswa dan untuk mendiskripsikan motivasi belajar siswa kelas IV SDN Grabagan Sidoarjo setelah pembelajaran dengan metode permainan berdasarkan teori diesnes. Penelitian ini menggunakan pendekatan kuantitatif jenis Quasi Experimental Design dengan desain Nonequivalent Control Group Desain. Penelitian dilaksanakan dikelas IV SDN Grabagan Sidoarjo dengan menggunakan teknik sampling jenuh, yaitu 56 sampel yang terdiri dari kelompok eksperimen dan kelompok kontrol. Teknik Pengumpulan data dalam penelitian ini yaitu angket dan tes. Teknik analisis data menggunakan uji komperatif dua sampel independen. Hasil penelitian yang diperoleh, 1) berdasarkan hasil perhitungan uji komperatif dua sampel independen pada hasil posttest hasil belajar antara kelas eksperimen dan kontrol diperoleh thitung =8,455 > ttabel =2,0063. Berdasakan hasil analisis Ho ditolak, sehingga menunjukkan ada perbedaan hasil belajar siswa  antara kelas kotrol dan kelas eksperimen yang menggunakan metode permainan berdasarkan teori diesnes dikelas IV SDN Grabagan Sidoarjo. Sehingga, dapat disimpulkan bahwa penerapan metode permainan berdasarkan teori diesnes memberikan pengaruh yang signifikan terhadap hasil belajar siswa kelas IV SDN Grabagan Sidoarjo. Sedangkan hasil analisis angket motivasi belajar siswa diperoleh 79,82% yang tergolong kuat, dengan demikian dapat disimpulkan bahwa motivasi siswa pada kelompok eksperimen setelah pembelajaran metode permainan berdasarkan teori diesnes dapat dikatakan berhasil.
Kata Kunci: Hasil Belajar, Motivasi Belajar, Metode Permainan Berdasarkan Teori Diesnes.
"
" 
PENGARUH MODEL PEMBELAJARAN RECIPROCAL TEACHING
TERHADAP SELF REGULATED LEARNING SISWA PADA 
PEMBELAJARAN MATEMATIKA MATERI SIFAT-SIFAT BANGUN
RUANG KELAS V SDN BATURONO   

",Penulis : AINIYATUL FITHROH  ,"Mohammad Edy Nurtamam, S.Pd., M.Si.","Umi Hanik, S.Pd., M.Pd.","Penelitian ini bertujuan untuk mengetahui adakah pengaruh model pembelajaran
reciprocal teaching terhadap self regulated learning siswa pada pembelajaran
matematika materi sifat-sifat bangun ruangkelas V SDN Baturono. Penelitian ini
merupakan jenis penelitian kuantitatif. Desain penelitian yang digunakan dalam
penelitian ini adalah quasi experimental design dengan jenis nonequivalent
control group design. Penelitian ini menggunakan 40 siswa sebagai sampel yaitu
20 siswa di kelas eksperimen dan 20 siswa di kelas kontrol. Teknik pengumpulan
data dalam penelitian ini menggunakan angket dan observasi. Tahap-tahap yang
digunakan adalah uji validitas, reliabilitas, normalitas, homogenitas, uji t
independent, dan koefisien determinasi. Hasil penelitian ini menunjukkan adanya
pengaruh yang signifikan model pembelajaran reciprocal teaching terhadap self
regulated learning berdasarkan hasil perhitungan uji t independent t
hitung
 = 2,12
dan t
tabel
 = 2,02 dengan taraf signifikan ? = 5% dan koefisien determinasi sebesar
93,6%. Sesuai dengan kaidah pengujian t
hitung
 = 2,12 > t
tabel
 = 2,02 maka Ho
ditolak, artinya terdapat perbedaan yang signifikan hasil angket self regulated
learning sesudah pembelajaran antara kelompok eksperimen dan kelompok
kontrol. Hal tersebut membuktikan bahwa terdapat pengaruh yang signifikan
model pembelajaran reciprocal teaching terhadap self regulated learning siswa
pada pembelajaran matematika materi sifat-sifat bangun ruang kelas V SDN
Baturono. 
Kata Kunci: Model Pembelajaran Reciprocal Teaching, Self Regulated
Learning, Pembelajaran Matematika. 
  "
